milk_pos_MS12a_h_sh_20,milk_pos_MS5a_h_mw_pl_39,milk_pos_MS14_cow_29,milk_pos_MS16_yak_33,milk_pos_MS18_goat_21
39721.94078787879,39540.08725714289,36471.829999999994,41733.890799999994,41298.763999999996
,5288.098999999999,5030.5015625,5594.253882352939,6349.289679999999
6750.247538461559,6499.849862068989,7677.576344827528,7325.93564285717,7255.733999999959
